round,draw_date,candidate_version,champion_version,formal_block_index,candidate_score,matched_score,delta_vs_matched,candidate_max_hits,matched_max_hits,matched_e_value_raw,family_weight,family_adjusted_e_value,required_raw_e_value,trusted_for_promotion,source_verification,matched_reference_frozen_at_jst
693,2026-09-04,global-g00001-c01-2ac3662ad1,baseline-5fdb8dc2ad,1,3.530000,1.040000,2.490000,3,1,1.11318182,0.5000000000,0.49954545,40.00000000,true,verified_two_result_sources,2026-08-31T15:59:33+09:00
