round,draw_date,candidate_version,champion_version,formal_block_index,candidate_score,champion_score,random_score,delta_vs_champion,delta_vs_random,candidate_max_hits,champion_max_hits,random_max_hits,champion_e_value_raw,random_e_value_raw,family_weight,family_adjusted_e_value,required_raw_e_value,trusted_for_promotion,source_verification,random_reference_frozen_at_jst
693,2026-09-04,global-g00001-c01-2ac3662ad1,baseline-5fdb8dc2ad,1,3.530000,3.550000,3.510000,-0.020000,0.020000,3,3,3,0.99909091,1.00090909,0.5000000000,0.49954545,40.00000000,true,verified_two_result_sources,2026-08-31T13:43:47+09:00
