round_index,model_version,model_score,random_score,score_delta_vs_random,model_max_hits,model_mean_hits,model_ge3,model_ge4,random_max_hits,random_mean_hits,random_ge3,random_ge4
290,evo-g00613-c01-ac96dbf10a,2.100000,2.651250,-0.551250,2,1.000000,0,0,2.375000,1.450000,0.375000,0.000000
291,evo-g00613-c01-ac96dbf10a,1.080000,3.255000,-2.175000,1,0.800000,0,0,2.750000,1.425000,0.500000,0.250000
292,evo-g00613-c01-ac96dbf10a,3.570000,3.001250,0.568750,3,2.200000,1,0,2.625000,1.575000,0.625000,0.000000
293,evo-g00613-c01-ac96dbf10a,5.360000,2.675000,2.685000,4,2.600000,1,1,2.375000,1.250000,0.500000,0.000000
294,evo-g00613-c01-ac96dbf10a,2.120000,2.070000,0.050000,2,1.200000,0,0,1.875000,1.075000,0.250000,0.000000
295,evo-g00613-c01-ac96dbf10a,1.080000,2.551250,-1.471250,1,0.800000,0,0,2.250000,1.200000,0.250000,0.125000
296,evo-g00613-c01-ac96dbf10a,3.470000,3.560000,-0.090000,3,1.200000,1,0,3.000000,1.600000,0.875000,0.125000
297,evo-g00613-c01-ac96dbf10a,3.470000,2.611250,0.858750,3,1.200000,1,0,2.375000,1.050000,0.375000,0.000000
298,evo-g00613-c01-ac96dbf10a,1.060000,2.651250,-1.591250,1,0.600000,0,0,2.375000,1.450000,0.375000,0.000000
299,evo-g00613-c01-ac96dbf10a,5.280000,2.673750,2.606250,4,1.800000,1,1,2.375000,1.175000,0.250000,0.125000
300,evo-g00613-c01-ac96dbf10a,1.080000,2.153750,-1.073750,1,0.800000,0,0,2.000000,1.100000,0.125000,0.000000
301,evo-g00613-c01-ac96dbf10a,2.120000,2.462500,-0.342500,2,1.200000,0,0,2.250000,1.250000,0.250000,0.000000
302,evo-g00613-c01-ac96dbf10a,2.120000,2.638750,-0.518750,2,1.200000,0,0,2.375000,1.325000,0.375000,0.000000
303,evo-g00613-c01-ac96dbf10a,2.120000,2.875000,-0.755000,2,1.200000,0,0,2.500000,1.500000,0.375000,0.125000
304,evo-g00613-c01-ac96dbf10a,2.080000,2.158750,-0.078750,2,0.800000,0,0,2.000000,1.150000,0.125000,0.000000
305,evo-g00613-c01-ac96dbf10a,2.160000,2.690000,-0.530000,2,1.600000,0,0,2.375000,1.400000,0.500000,0.000000
306,evo-g00613-c01-ac96dbf10a,2.120000,3.680000,-1.560000,2,1.200000,0,0,3.125000,1.550000,0.875000,0.125000
307,evo-g00613-c01-ac96dbf10a,2.140000,3.017500,-0.877500,2,1.400000,0,0,2.500000,1.550000,0.500000,0.250000
308,evo-g00613-c01-ac96dbf10a,2.180000,2.455000,-0.275000,2,1.800000,0,0,2.250000,1.175000,0.250000,0.000000
309,evo-g00613-c01-ac96dbf10a,2.120000,2.521250,-0.401250,2,1.200000,0,0,2.250000,1.400000,0.375000,0.000000
310,evo-g00613-c01-ac96dbf10a,2.120000,2.903750,-0.783750,2,1.200000,0,0,2.500000,1.350000,0.500000,0.125000
311,evo-g00613-c01-ac96dbf10a,2.120000,2.607500,-0.487500,2,1.200000,0,0,2.250000,1.325000,0.375000,0.125000
312,evo-g00613-c01-ac96dbf10a,1.060000,3.207500,-2.147500,1,0.600000,0,0,2.750000,1.450000,0.625000,0.125000
313,evo-g00613-c01-ac96dbf10a,2.140000,2.501250,-0.361250,2,1.400000,0,0,2.250000,1.200000,0.375000,0.000000
314,evo-g00613-c01-ac96dbf10a,3.470000,2.412500,1.057500,3,1.200000,1,0,2.125000,1.125000,0.500000,0.000000
315,evo-g00613-c01-ac96dbf10a,1.040000,2.296250,-1.256250,1,0.400000,0,0,2.125000,1.275000,0.125000,0.000000
316,evo-g00613-c01-ac96dbf10a,3.510000,2.462500,1.047500,3,1.600000,1,0,2.250000,1.250000,0.250000,0.000000
317,evo-g00613-c01-ac96dbf10a,2.120000,3.086250,-0.966250,2,1.200000,0,0,2.625000,1.425000,0.375000,0.250000
318,evo-g00613-c01-ac96dbf10a,2.100000,2.462500,-0.362500,2,1.000000,0,0,2.250000,1.250000,0.250000,0.000000
319,evo-g00613-c01-ac96dbf10a,2.140000,3.077500,-0.937500,2,1.400000,0,0,2.625000,1.400000,0.625000,0.125000
320,evo-g00613-c01-ac96dbf10a,3.530000,2.856250,0.673750,3,1.800000,1,0,2.500000,1.375000,0.625000,0.000000
321,evo-g00613-c01-ac96dbf10a,3.530000,2.516250,1.013750,3,1.800000,1,0,2.250000,1.350000,0.375000,0.000000
322,evo-g00613-c01-ac96dbf10a,2.160000,3.433750,-1.273750,2,1.600000,0,0,2.875000,1.525000,0.625000,0.250000
323,evo-g00613-c01-ac96dbf10a,5.340000,3.758750,1.581250,4,2.400000,1,1,3.000000,1.650000,0.625000,0.500000
324,evo-g00613-c01-ac96dbf10a,3.470000,2.163750,1.306250,3,1.200000,1,0,2.000000,1.200000,0.125000,0.000000
325,evo-g00613-c01-ac96dbf10a,3.510000,2.472500,1.037500,3,1.600000,1,0,2.250000,1.350000,0.250000,0.000000
326,evo-g00613-c01-ac96dbf10a,5.240000,2.493750,2.746250,4,1.400000,1,1,2.250000,1.125000,0.375000,0.000000
327,evo-g00613-c01-ac96dbf10a,1.060000,2.508750,-1.448750,1,0.600000,0,0,2.250000,1.275000,0.375000,0.000000
328,evo-g00613-c01-ac96dbf10a,1.060000,2.557500,-1.497500,1,0.600000,0,0,2.250000,1.325000,0.500000,0.000000
329,evo-g00613-c01-ac96dbf10a,3.510000,2.653750,0.856250,3,1.600000,1,0,2.375000,1.475000,0.375000,0.000000
330,evo-g00613-c01-ac96dbf10a,2.120000,2.986250,-0.866250,2,1.200000,0,0,2.625000,1.425000,0.625000,0.000000
331,evo-g00613-c01-ac96dbf10a,5.240000,2.680000,2.560000,4,1.400000,1,1,2.375000,1.300000,0.500000,0.000000
332,evo-g00613-c01-ac96dbf10a,2.160000,3.037500,-0.877500,2,1.600000,0,0,2.625000,1.500000,0.750000,0.000000
333,evo-g00613-c01-ac96dbf10a,2.120000,3.205000,-1.085000,2,1.200000,0,0,2.750000,1.425000,0.625000,0.125000
334,evo-g00613-c01-ac96dbf10a,3.510000,2.852500,0.657500,3,1.600000,1,0,2.500000,1.275000,0.375000,0.125000
335,evo-g00613-c01-ac96dbf10a,2.180000,3.202500,-1.022500,2,1.800000,0,0,2.750000,1.400000,0.625000,0.125000
336,evo-g00613-c01-ac96dbf10a,2.180000,2.291250,-0.111250,2,1.800000,0,0,2.125000,1.225000,0.125000,0.000000
337,evo-g00613-c01-ac96dbf10a,2.140000,3.521250,-1.381250,2,1.400000,0,0,3.000000,1.650000,0.750000,0.125000
338,evo-g00613-c01-ac96dbf10a,3.530000,2.912500,0.617500,3,1.800000,1,0,2.500000,1.375000,0.250000,0.250000
339,evo-g00613-c01-ac96dbf10a,3.510000,2.636250,0.873750,3,1.600000,1,0,2.375000,1.300000,0.375000,0.000000
340,evo-g00613-c01-ac96dbf10a,2.140000,2.592500,-0.452500,2,1.400000,0,0,2.250000,1.175000,0.375000,0.125000
341,evo-g00613-c01-ac96dbf10a,2.140000,2.587500,-0.447500,2,1.400000,0,0,2.250000,1.125000,0.375000,0.125000
342,evo-g00613-c01-ac96dbf10a,2.080000,3.225000,-1.145000,2,0.800000,0,0,2.750000,1.625000,0.625000,0.125000
343,evo-g00613-c01-ac96dbf10a,2.100000,3.256250,-1.156250,2,1.000000,0,0,2.750000,1.500000,0.750000,0.125000
344,evo-g00613-c01-ac96dbf10a,3.510000,2.946250,0.563750,3,1.600000,1,0,2.500000,1.275000,0.375000,0.250000
345,evo-g00613-c01-ac96dbf10a,3.550000,3.250000,0.300000,3,2.000000,1,0,2.750000,1.375000,0.500000,0.250000
346,evo-g00613-c01-ac96dbf10a,3.550000,2.687500,0.862500,3,2.000000,1,0,2.375000,1.375000,0.500000,0.000000
347,evo-g00613-c01-ac96dbf10a,2.140000,2.988750,-0.848750,2,1.400000,0,0,2.625000,1.450000,0.625000,0.000000
348,evo-g00613-c01-ac96dbf10a,2.100000,2.958750,-0.858750,2,1.000000,0,0,2.500000,1.400000,0.375000,0.250000
349,evo-g00613-c01-ac96dbf10a,5.360000,2.856250,2.503750,4,2.600000,1,1,2.500000,1.375000,0.625000,0.000000
350,evo-g00613-c01-ac96dbf10a,2.080000,3.075000,-0.995000,2,0.800000,0,0,2.625000,1.375000,0.625000,0.125000
351,evo-g00613-c01-ac96dbf10a,2.140000,3.163750,-1.023750,2,1.400000,0,0,2.750000,1.450000,0.500000,0.125000
352,evo-g00613-c01-ac96dbf10a,2.160000,3.995000,-1.835000,2,1.600000,0,0,3.250000,1.575000,0.875000,0.375000
353,evo-g00613-c01-ac96dbf10a,2.140000,2.457500,-0.317500,2,1.400000,0,0,2.250000,1.200000,0.250000,0.000000
354,evo-g00613-c01-ac96dbf10a,2.040000,2.038750,0.001250,2,0.400000,0,0,1.875000,1.200000,0.125000,0.000000
355,evo-g00613-c01-ac96dbf10a,3.490000,3.411250,0.078750,3,1.400000,1,0,2.875000,1.300000,0.625000,0.250000
356,evo-g00613-c01-ac96dbf10a,5.220000,2.991250,2.228750,4,1.200000,1,1,2.625000,1.475000,0.625000,0.000000
357,evo-g00613-c01-ac96dbf10a,1.060000,3.228750,-2.168750,1,0.600000,0,0,2.750000,1.225000,0.750000,0.125000
358,evo-g00613-c01-ac96dbf10a,2.120000,2.475000,-0.355000,2,1.200000,0,0,2.125000,1.250000,0.375000,0.125000
359,evo-g00613-c01-ac96dbf10a,2.140000,2.313750,-0.173750,2,1.400000,0,0,2.125000,1.450000,0.125000,0.000000
360,evo-g00613-c01-ac96dbf10a,3.510000,2.633750,0.876250,3,1.600000,1,0,2.375000,1.275000,0.375000,0.000000
361,evo-g00613-c01-ac96dbf10a,1.080000,3.056250,-1.976250,1,0.800000,0,0,2.625000,1.625000,0.500000,0.125000
362,evo-g00613-c01-ac96dbf10a,3.450000,2.460000,0.990000,3,1.000000,1,0,2.250000,1.225000,0.250000,0.000000
363,evo-g00613-c01-ac96dbf10a,2.140000,2.460000,-0.320000,2,1.400000,0,0,2.125000,1.100000,0.375000,0.125000
364,evo-g00613-c01-ac96dbf10a,2.100000,2.721250,-0.621250,2,1.000000,0,0,2.375000,1.275000,0.625000,0.000000
365,evo-g00613-c01-ac96dbf10a,3.510000,2.043750,1.466250,3,1.600000,1,0,1.875000,1.250000,0.125000,0.000000
366,evo-g00613-c01-ac96dbf10a,1.080000,2.872500,-1.792500,1,0.800000,0,0,2.500000,1.475000,0.375000,0.125000
367,evo-g00613-c01-ac96dbf10a,5.220000,2.820000,2.400000,4,1.200000,1,1,2.500000,1.450000,0.500000,0.000000
368,evo-g00613-c01-ac96dbf10a,3.530000,2.820000,0.710000,3,1.800000,1,0,2.500000,1.450000,0.500000,0.000000
369,evo-g00613-c01-ac96dbf10a,2.100000,2.866250,-0.766250,2,1.000000,0,0,2.500000,1.475000,0.625000,0.000000
370,evo-g00613-c01-ac96dbf10a,3.530000,2.190000,1.340000,3,1.800000,1,0,2.000000,1.025000,0.250000,0.000000
371,evo-g00613-c01-ac96dbf10a,2.140000,2.523750,-0.383750,2,1.400000,0,0,2.250000,1.425000,0.375000,0.000000
372,evo-g00613-c01-ac96dbf10a,2.100000,2.046250,0.053750,2,1.000000,0,0,1.875000,1.275000,0.125000,0.000000
373,evo-g00613-c01-ac96dbf10a,2.160000,3.293750,-1.133750,2,1.600000,0,0,2.750000,1.375000,0.625000,0.250000
374,evo-g00613-c01-ac96dbf10a,2.180000,3.433750,-1.253750,2,1.800000,0,0,2.875000,1.525000,0.625000,0.250000
375,evo-g00613-c01-ac96dbf10a,2.120000,3.530000,-1.410000,2,1.200000,0,0,2.875000,1.550000,0.625000,0.375000
376,evo-g00613-c01-ac96dbf10a,3.550000,2.335000,1.215000,3,2.000000,1,0,2.125000,1.225000,0.250000,0.000000
377,evo-g00613-c01-ac96dbf10a,2.120000,2.342500,-0.222500,2,1.200000,0,0,2.125000,1.300000,0.250000,0.000000
378,evo-g00613-c01-ac96dbf10a,3.510000,3.036250,0.473750,3,1.600000,1,0,2.625000,1.425000,0.500000,0.125000
379,evo-g00613-c01-ac96dbf10a,2.060000,2.993750,-0.933750,2,0.600000,0,0,2.625000,1.500000,0.625000,0.000000
380,evo-g00613-c01-ac96dbf10a,2.080000,3.048750,-0.968750,2,0.800000,0,0,2.625000,1.550000,0.500000,0.125000
381,evo-g00613-c01-ac96dbf10a,2.100000,2.735000,-0.635000,2,1.000000,0,0,2.375000,1.350000,0.375000,0.125000
382,evo-g00613-c01-ac96dbf10a,2.100000,2.535000,-0.435000,2,1.000000,0,0,2.250000,1.100000,0.500000,0.000000
383,evo-g00613-c01-ac96dbf10a,3.570000,3.027500,0.542500,3,2.200000,1,0,2.625000,1.400000,0.750000,0.000000
384,evo-g00613-c01-ac96dbf10a,5.300000,2.386250,2.913750,4,2.000000,1,1,2.125000,1.300000,0.375000,0.000000
385,evo-g00613-c01-ac96dbf10a,2.100000,2.903750,-0.803750,2,1.000000,0,0,2.500000,1.350000,0.500000,0.125000
386,evo-g00613-c01-ac96dbf10a,2.080000,2.822500,-0.742500,2,0.800000,0,0,2.500000,1.475000,0.500000,0.000000
387,evo-g00613-c01-ac96dbf10a,1.080000,2.561250,-1.481250,1,0.800000,0,0,2.250000,1.300000,0.250000,0.125000
388,evo-g00613-c01-ac96dbf10a,3.530000,2.558750,0.971250,3,1.800000,1,0,2.250000,1.275000,0.250000,0.125000
389,evo-g00613-c01-ac96dbf10a,2.120000,2.217500,-0.097500,2,1.200000,0,0,2.000000,1.300000,0.250000,0.000000
390,evo-g00613-c01-ac96dbf10a,2.120000,2.470000,-0.350000,2,1.200000,0,0,2.250000,1.325000,0.250000,0.000000
391,evo-g00613-c01-ac96dbf10a,3.470000,3.433750,0.036250,3,1.200000,1,0,2.875000,1.525000,0.625000,0.250000
392,evo-g00613-c01-ac96dbf10a,2.140000,3.246250,-1.106250,2,1.400000,0,0,2.750000,1.400000,0.750000,0.125000
393,evo-g00613-c01-ac96dbf10a,5.320000,2.986250,2.333750,4,2.200000,1,1,2.625000,1.425000,0.625000,0.000000
394,evo-g00613-c01-ac96dbf10a,3.530000,2.680000,0.850000,3,1.800000,1,0,2.375000,1.300000,0.500000,0.000000
395,evo-g00613-c01-ac96dbf10a,1.080000,2.966250,-1.886250,1,0.800000,0,0,2.625000,1.225000,0.625000,0.000000
396,evo-g00613-c01-ac96dbf10a,2.100000,3.043750,-0.943750,2,1.000000,0,0,2.625000,1.500000,0.500000,0.125000
397,evo-g00613-c01-ac96dbf10a,1.060000,2.028750,-0.968750,1,0.600000,0,0,1.875000,1.100000,0.125000,0.000000
398,evo-g00613-c01-ac96dbf10a,5.280000,2.677500,2.602500,4,1.800000,1,1,2.375000,1.275000,0.500000,0.000000
399,evo-g00613-c01-ac96dbf10a,2.120000,2.822500,-0.702500,2,1.200000,0,0,2.500000,1.475000,0.500000,0.000000
400,evo-g00613-c01-ac96dbf10a,2.120000,2.815000,-0.695000,2,1.200000,0,0,2.500000,1.400000,0.500000,0.000000
401,evo-g00613-c01-ac96dbf10a,3.490000,2.648750,0.841250,3,1.400000,1,0,2.375000,1.425000,0.375000,0.000000
402,evo-g00613-c01-ac96dbf10a,3.470000,3.033750,0.436250,3,1.200000,1,0,2.625000,1.400000,0.500000,0.125000
403,evo-g00613-c01-ac96dbf10a,1.100000,2.646250,-1.546250,1,1.000000,0,0,2.375000,1.400000,0.375000,0.000000
404,evo-g00613-c01-ac96dbf10a,3.470000,3.026250,0.443750,3,1.200000,1,0,2.625000,1.325000,0.500000,0.125000
405,evo-g00613-c01-ac96dbf10a,3.470000,3.602500,-0.132500,3,1.200000,1,0,3.000000,1.525000,0.750000,0.250000
406,evo-g00613-c01-ac96dbf10a,2.040000,3.046250,-1.006250,2,0.400000,0,0,2.625000,1.525000,0.500000,0.125000
407,evo-g00613-c01-ac96dbf10a,2.080000,2.827500,-0.747500,2,0.800000,0,0,2.500000,1.525000,0.500000,0.000000
408,evo-g00613-c01-ac96dbf10a,2.120000,3.385000,-1.265000,2,1.200000,0,0,2.875000,1.475000,0.500000,0.250000
409,evo-g00613-c01-ac96dbf10a,2.140000,2.376250,-0.236250,2,1.400000,0,0,2.125000,1.200000,0.375000,0.000000
410,evo-g00613-c01-ac96dbf10a,5.260000,2.503750,2.756250,4,1.600000,1,1,2.250000,1.225000,0.375000,0.000000
411,evo-g00613-c01-ac96dbf10a,2.100000,2.455000,-0.355000,2,1.000000,0,0,2.250000,1.175000,0.250000,0.000000
412,evo-g00613-c01-ac96dbf10a,2.160000,1.906250,0.253750,2,1.600000,0,0,1.750000,1.125000,0.125000,0.000000
413,evo-g00613-c01-ac96dbf10a,2.140000,2.501250,-0.361250,2,1.400000,0,0,2.250000,1.200000,0.375000,0.000000
414,evo-g00613-c01-ac96dbf10a,2.080000,2.795000,-0.715000,2,0.800000,0,0,2.500000,1.200000,0.500000,0.000000
415,evo-g00613-c01-ac96dbf10a,2.120000,3.225000,-1.105000,2,1.200000,0,0,2.750000,1.625000,0.625000,0.125000
416,evo-g00613-c01-ac96dbf10a,3.550000,2.566250,0.983750,3,2.000000,1,0,2.250000,1.350000,0.250000,0.125000
417,evo-g00613-c01-ac96dbf10a,1.100000,3.361250,-2.261250,1,1.000000,0,0,2.875000,1.300000,0.750000,0.125000
418,evo-g00613-c01-ac96dbf10a,5.280000,2.447500,2.832500,4,1.800000,1,1,2.250000,1.100000,0.250000,0.000000
419,evo-g00613-c01-ac96dbf10a,2.120000,2.926250,-0.806250,2,1.200000,0,0,2.500000,1.575000,0.500000,0.125000
420,evo-g00613-c01-ac96dbf10a,3.530000,2.462500,1.067500,3,1.800000,1,0,2.125000,1.625000,0.500000,0.000000
421,evo-g00613-c01-ac96dbf10a,2.120000,2.646250,-0.526250,2,1.200000,0,0,2.375000,1.400000,0.375000,0.000000
422,evo-g00613-c01-ac96dbf10a,2.140000,2.506250,-0.366250,2,1.400000,0,0,2.250000,1.250000,0.375000,0.000000
423,evo-g00613-c01-ac96dbf10a,5.300000,2.031250,3.268750,4,2.000000,1,1,1.875000,1.125000,0.125000,0.000000
424,evo-g00613-c01-ac96dbf10a,1.040000,2.506250,-1.466250,1,0.400000,0,0,2.250000,1.250000,0.375000,0.000000
425,evo-g00613-c01-ac96dbf10a,3.470000,2.095000,1.375000,3,1.200000,1,0,1.875000,0.825000,0.125000,0.125000
426,evo-g00613-c01-ac96dbf10a,3.470000,2.393750,1.076250,3,1.200000,1,0,2.125000,1.375000,0.375000,0.000000
427,evo-g00613-c01-ac96dbf10a,2.120000,2.501250,-0.381250,2,1.200000,0,0,2.250000,1.200000,0.375000,0.000000
428,evo-g00613-c01-ac96dbf10a,2.140000,2.158750,-0.018750,2,1.400000,0,0,2.000000,1.150000,0.125000,0.000000
429,evo-g00613-c01-ac96dbf10a,2.160000,3.001250,-0.841250,2,1.600000,0,0,2.625000,1.575000,0.625000,0.000000
430,evo-g00613-c01-ac96dbf10a,3.510000,2.215000,1.295000,3,1.600000,1,0,2.000000,1.275000,0.250000,0.000000
431,evo-g00613-c01-ac96dbf10a,1.060000,2.681250,-1.621250,1,0.600000,0,0,2.375000,1.250000,0.250000,0.125000
432,evo-g00613-c01-ac96dbf10a,3.530000,2.503750,1.026250,3,1.800000,1,0,2.250000,1.225000,0.375000,0.000000
433,evo-g00613-c01-ac96dbf10a,3.450000,3.260000,0.190000,3,1.000000,1,0,2.750000,1.475000,0.500000,0.250000
434,evo-g00613-c01-ac96dbf10a,5.240000,3.600000,1.640000,4,1.400000,1,1,3.000000,1.500000,0.750000,0.250000
435,evo-g00613-c01-ac96dbf10a,2.100000,2.460000,-0.360000,2,1.000000,0,0,2.250000,1.225000,0.250000,0.000000
436,evo-g00613-c01-ac96dbf10a,3.570000,2.205000,1.365000,3,2.200000,1,0,2.000000,1.175000,0.250000,0.000000
437,evo-g00613-c01-ac96dbf10a,2.100000,2.457500,-0.357500,2,1.000000,0,0,2.250000,1.200000,0.250000,0.000000
438,evo-g00613-c01-ac96dbf10a,2.160000,3.150000,-0.990000,2,1.600000,0,0,2.750000,1.375000,0.750000,0.000000
439,evo-g00613-c01-ac96dbf10a,2.140000,3.242500,-1.102500,2,1.400000,0,0,2.750000,1.300000,0.500000,0.250000
440,evo-g00613-c01-ac96dbf10a,3.530000,2.192500,1.337500,3,1.800000,1,0,2.000000,1.050000,0.250000,0.000000
441,evo-g00613-c01-ac96dbf10a,2.140000,3.325000,-1.185000,2,1.400000,0,0,2.875000,1.375000,0.625000,0.125000
442,evo-g00613-c01-ac96dbf10a,2.180000,3.271250,-1.091250,2,1.800000,0,0,2.750000,1.650000,0.750000,0.125000
443,evo-g00613-c01-ac96dbf10a,3.510000,2.701250,0.808750,3,1.600000,1,0,2.375000,1.450000,0.250000,0.125000
444,evo-g00613-c01-ac96dbf10a,1.080000,2.600000,-1.520000,1,0.800000,0,0,2.250000,1.250000,0.375000,0.125000
445,evo-g00613-c01-ac96dbf10a,1.060000,2.667500,-1.607500,1,0.600000,0,0,2.375000,1.175000,0.500000,0.000000
446,evo-g00613-c01-ac96dbf10a,3.510000,2.800000,0.710000,3,1.600000,1,0,2.500000,1.250000,0.500000,0.000000
447,evo-g00613-c01-ac96dbf10a,3.510000,2.788750,0.721250,3,1.600000,1,0,2.375000,1.450000,0.500000,0.125000
448,evo-g00613-c01-ac96dbf10a,3.530000,2.867500,0.662500,3,1.800000,1,0,2.500000,1.425000,0.375000,0.125000
449,evo-g00613-c01-ac96dbf10a,3.570000,3.046250,0.523750,3,2.200000,1,0,2.625000,1.525000,0.500000,0.125000
450,evo-g00613-c01-ac96dbf10a,2.080000,2.865000,-0.785000,2,0.800000,0,0,2.500000,1.400000,0.375000,0.125000
451,evo-g00613-c01-ac96dbf10a,2.060000,2.681250,-0.621250,2,0.600000,0,0,2.375000,1.250000,0.250000,0.125000
452,evo-g00613-c01-ac96dbf10a,2.100000,2.971250,-0.871250,2,1.000000,0,0,2.625000,1.275000,0.625000,0.000000
453,evo-g00613-c01-ac96dbf10a,2.140000,2.043750,0.096250,2,1.400000,0,0,1.875000,1.250000,0.125000,0.000000
454,evo-g00613-c01-ac96dbf10a,3.550000,2.683750,0.866250,3,2.000000,1,0,2.375000,1.275000,0.250000,0.125000
455,evo-g00613-c01-ac96dbf10a,3.510000,3.217500,0.292500,3,1.600000,1,0,2.750000,1.550000,0.625000,0.125000
456,evo-g00613-c01-ac96dbf10a,2.140000,2.633750,-0.493750,2,1.400000,0,0,2.375000,1.275000,0.375000,0.000000
457,evo-g00613-c01-ac96dbf10a,2.100000,3.411250,-1.311250,2,1.000000,0,0,2.875000,1.300000,0.625000,0.250000
458,evo-g00613-c01-ac96dbf10a,2.140000,2.891250,-0.751250,2,1.400000,0,0,2.500000,1.225000,0.500000,0.125000
459,evo-g00613-c01-ac96dbf10a,2.100000,3.083750,-0.983750,2,1.000000,0,0,2.625000,1.400000,0.375000,0.250000
460,evo-g00613-c01-ac96dbf10a,1.080000,2.523750,-1.443750,1,0.800000,0,0,2.250000,1.425000,0.375000,0.000000
461,evo-g00613-c01-ac96dbf10a,2.140000,3.023750,-0.883750,2,1.400000,0,0,2.625000,1.300000,0.500000,0.125000
462,evo-g00613-c01-ac96dbf10a,2.160000,2.386250,-0.226250,2,1.600000,0,0,2.125000,1.300000,0.375000,0.000000
463,evo-g00613-c01-ac96dbf10a,3.510000,2.973750,0.536250,3,1.600000,1,0,2.625000,1.300000,0.625000,0.000000
464,evo-g00613-c01-ac96dbf10a,3.550000,2.195000,1.355000,3,2.000000,1,0,2.000000,1.075000,0.250000,0.000000
465,evo-g00613-c01-ac96dbf10a,3.510000,3.041250,0.468750,3,1.600000,1,0,2.625000,1.475000,0.500000,0.125000
466,evo-g00613-c01-ac96dbf10a,2.120000,2.513750,-0.393750,2,1.200000,0,0,2.250000,1.325000,0.375000,0.000000
467,evo-g00613-c01-ac96dbf10a,3.530000,2.906250,0.623750,3,1.800000,1,0,2.500000,1.375000,0.500000,0.125000
468,evo-g00613-c01-ac96dbf10a,2.100000,2.800000,-0.700000,2,1.000000,0,0,2.500000,1.250000,0.500000,0.000000
469,evo-g00613-c01-ac96dbf10a,3.470000,2.402500,1.067500,3,1.200000,1,0,2.125000,1.025000,0.500000,0.000000
470,evo-g00613-c01-ac96dbf10a,2.100000,2.815000,-0.715000,2,1.000000,0,0,2.500000,1.400000,0.500000,0.000000
471,evo-g00613-c01-ac96dbf10a,2.120000,3.187500,-1.067500,2,1.200000,0,0,2.750000,1.250000,0.625000,0.125000
472,evo-g00613-c01-ac96dbf10a,3.550000,2.988750,0.561250,3,2.000000,1,0,2.625000,1.450000,0.625000,0.000000
473,evo-g00613-c01-ac96dbf10a,2.060000,2.740000,-0.680000,2,0.600000,0,0,2.375000,1.400000,0.375000,0.125000
474,evo-g00613-c01-ac96dbf10a,2.160000,2.918750,-0.758750,2,1.600000,0,0,2.500000,1.500000,0.500000,0.125000
475,evo-g00613-c01-ac96dbf10a,2.060000,2.312500,-0.252500,2,0.600000,0,0,2.125000,1.000000,0.250000,0.000000
476,evo-g00613-c01-ac96dbf10a,3.490000,3.438750,0.051250,3,1.400000,1,0,2.875000,1.575000,0.625000,0.250000
477,evo-g00613-c01-ac96dbf10a,3.490000,2.963750,0.526250,3,1.400000,1,0,2.625000,1.200000,0.625000,0.000000
478,evo-g00613-c01-ac96dbf10a,3.550000,2.848750,0.701250,3,2.000000,1,0,2.500000,1.300000,0.625000,0.000000
479,evo-g00613-c01-ac96dbf10a,5.280000,2.822500,2.457500,4,1.800000,1,1,2.500000,1.475000,0.500000,0.000000
480,evo-g00613-c01-ac96dbf10a,3.510000,2.470000,1.040000,3,1.600000,1,0,2.250000,1.325000,0.250000,0.000000
481,evo-g00613-c01-ac96dbf10a,2.120000,2.493750,-0.373750,2,1.200000,0,0,2.250000,1.125000,0.375000,0.000000
482,evo-g00613-c01-ac96dbf10a,3.470000,3.077500,0.392500,3,1.200000,1,0,2.625000,1.400000,0.625000,0.125000
483,evo-g00613-c01-ac96dbf10a,2.100000,2.665000,-0.565000,2,1.000000,0,0,2.375000,1.150000,0.500000,0.000000
484,evo-g00613-c01-ac96dbf10a,2.100000,2.376250,-0.276250,2,1.000000,0,0,2.125000,1.200000,0.375000,0.000000
485,evo-g00613-c01-ac96dbf10a,1.080000,2.518750,-1.438750,1,0.800000,0,0,2.250000,1.375000,0.375000,0.000000
486,evo-g00613-c01-ac96dbf10a,5.240000,2.373750,2.866250,4,1.400000,1,1,2.125000,1.175000,0.375000,0.000000
487,evo-g00613-c01-ac96dbf10a,2.140000,2.633750,-0.493750,2,1.400000,0,0,2.375000,1.275000,0.375000,0.000000
488,evo-g00613-c01-ac96dbf10a,3.450000,2.283750,1.166250,3,1.000000,1,0,2.125000,1.150000,0.125000,0.000000
489,evo-g00613-c01-ac96dbf10a,2.120000,2.558750,-0.438750,2,1.200000,0,0,2.250000,1.275000,0.250000,0.125000
490,evo-g00613-c01-ac96dbf10a,1.080000,2.510000,-1.430000,1,0.800000,0,0,2.250000,1.225000,0.125000,0.125000
491,evo-g00613-c01-ac96dbf10a,3.550000,2.542500,1.007500,3,2.000000,1,0,2.250000,1.175000,0.500000,0.000000
492,evo-g00613-c01-ac96dbf10a,2.100000,3.157500,-1.057500,2,1.000000,0,0,2.750000,1.450000,0.750000,0.000000
493,evo-g00613-c01-ac96dbf10a,3.530000,2.590000,0.940000,3,1.800000,1,0,2.250000,1.150000,0.375000,0.125000
494,evo-g00613-c01-ac96dbf10a,3.450000,3.148750,0.301250,3,1.000000,1,0,2.625000,1.175000,0.625000,0.250000
