round_index,model_version,model_score,model_max_hits,model_mean_hits,model_ge3,model_ge4
457,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
458,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
459,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
460,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
461,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
462,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
463,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
464,feedback-g00331-c01-2d02d2d61a,5.300000,4,2.000000,1,1
465,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
466,feedback-g00331-c01-2d02d2d61a,3.550000,3,2.000000,1,0
467,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
468,feedback-g00331-c01-2d02d2d61a,1.060000,1,0.600000,0,0
469,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
470,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
471,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
472,feedback-g00331-c01-2d02d2d61a,5.240000,4,1.400000,1,1
473,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
474,feedback-g00331-c01-2d02d2d61a,3.450000,3,1.000000,1,0
475,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
476,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
477,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
478,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
479,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
480,feedback-g00331-c01-2d02d2d61a,3.450000,3,1.000000,1,0
481,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
482,feedback-g00331-c01-2d02d2d61a,2.080000,2,0.800000,0,0
483,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
484,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
485,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
486,feedback-g00331-c01-2d02d2d61a,5.260000,4,1.600000,1,1
487,feedback-g00331-c01-2d02d2d61a,3.450000,3,1.000000,1,0
488,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
489,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
490,feedback-g00331-c01-2d02d2d61a,2.060000,2,0.600000,0,0
491,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
492,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
493,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
494,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
495,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
496,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
497,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
498,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
499,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
500,feedback-g00331-c01-2d02d2d61a,2.160000,2,1.600000,0,0
501,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
502,feedback-g00331-c01-2d02d2d61a,5.280000,4,1.800000,1,1
503,feedback-g00331-c01-2d02d2d61a,3.450000,3,1.000000,1,0
504,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
505,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
506,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
507,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
508,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
509,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
510,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
511,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
512,feedback-g00331-c01-2d02d2d61a,2.160000,2,1.600000,0,0
513,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
514,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
515,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
516,feedback-g00331-c01-2d02d2d61a,5.240000,4,1.400000,1,1
517,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
518,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
519,feedback-g00331-c01-2d02d2d61a,2.160000,2,1.600000,0,0
520,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
521,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
522,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
523,feedback-g00331-c01-2d02d2d61a,5.260000,4,1.600000,1,1
524,feedback-g00331-c01-2d02d2d61a,3.450000,3,1.000000,1,0
525,feedback-g00331-c01-2d02d2d61a,2.160000,2,1.600000,0,0
526,feedback-g00331-c01-2d02d2d61a,2.160000,2,1.600000,0,0
527,feedback-g00331-c01-2d02d2d61a,5.280000,4,1.800000,1,1
528,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
529,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
530,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
531,feedback-g00331-c01-2d02d2d61a,2.060000,2,0.600000,0,0
532,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
533,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
534,feedback-g00331-c01-2d02d2d61a,1.080000,1,0.800000,0,0
535,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
536,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
537,feedback-g00331-c01-2d02d2d61a,1.080000,1,0.800000,0,0
538,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
539,feedback-g00331-c01-2d02d2d61a,2.080000,2,0.800000,0,0
540,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
541,feedback-g00331-c01-2d02d2d61a,3.550000,3,2.000000,1,0
542,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
543,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
544,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
545,feedback-g00331-c01-2d02d2d61a,1.060000,1,0.600000,0,0
546,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
547,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
548,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
549,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
550,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
551,feedback-g00331-c01-2d02d2d61a,3.550000,3,2.000000,1,0
552,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
553,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
554,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
555,feedback-g00331-c01-2d02d2d61a,2.160000,2,1.600000,0,0
556,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
557,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
558,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
559,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
560,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
561,feedback-g00331-c01-2d02d2d61a,3.450000,3,1.000000,1,0
562,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
563,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
564,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
565,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
566,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
567,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
568,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
569,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
570,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
571,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
572,feedback-g00331-c01-2d02d2d61a,5.260000,4,1.600000,1,1
573,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
574,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
575,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
576,feedback-g00331-c01-2d02d2d61a,2.180000,2,1.800000,0,0
577,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
578,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
579,feedback-g00331-c01-2d02d2d61a,2.160000,2,1.600000,0,0
580,feedback-g00331-c01-2d02d2d61a,5.300000,4,2.000000,1,1
581,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
582,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
583,feedback-g00331-c01-2d02d2d61a,2.160000,2,1.600000,0,0
584,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
585,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
586,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
587,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
588,feedback-g00331-c01-2d02d2d61a,3.450000,3,1.000000,1,0
589,feedback-g00331-c01-2d02d2d61a,1.080000,1,0.800000,0,0
590,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
591,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
592,feedback-g00331-c01-2d02d2d61a,5.280000,4,1.800000,1,1
593,feedback-g00331-c01-2d02d2d61a,2.160000,2,1.600000,0,0
594,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
595,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
596,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
597,feedback-g00331-c01-2d02d2d61a,2.160000,2,1.600000,0,0
598,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
599,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
600,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
601,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
602,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
603,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
604,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
605,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
606,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
607,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
608,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
609,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
610,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
611,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
612,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
613,feedback-g00331-c01-2d02d2d61a,2.040000,2,0.400000,0,0
614,feedback-g00331-c01-2d02d2d61a,2.160000,2,1.600000,0,0
615,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
616,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
617,feedback-g00331-c01-2d02d2d61a,1.060000,1,0.600000,0,0
618,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
619,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
620,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
621,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
622,feedback-g00331-c01-2d02d2d61a,6.300000,5,2.000000,1,1
623,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
624,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
625,feedback-g00331-c01-2d02d2d61a,3.450000,3,1.000000,1,0
626,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
627,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
628,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
629,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
630,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
631,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
632,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
633,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
634,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
635,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
636,feedback-g00331-c01-2d02d2d61a,5.260000,4,1.600000,1,1
637,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
638,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
639,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
640,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
641,feedback-g00331-c01-2d02d2d61a,3.450000,3,1.000000,1,0
642,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
643,feedback-g00331-c01-2d02d2d61a,2.180000,2,1.800000,0,0
644,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
645,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
646,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
647,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
648,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
649,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
650,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
651,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
652,feedback-g00331-c01-2d02d2d61a,5.260000,4,1.600000,1,1
653,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
654,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
655,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
656,feedback-g00331-c01-2d02d2d61a,1.100000,1,1.000000,0,0
657,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
658,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
659,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
660,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
661,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
662,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
663,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
664,feedback-g00331-c01-2d02d2d61a,3.450000,3,1.000000,1,0
665,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
666,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
667,feedback-g00331-c01-2d02d2d61a,2.180000,2,1.800000,0,0
668,feedback-g00331-c01-2d02d2d61a,5.280000,4,1.800000,1,1
669,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
670,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
671,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
672,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
673,feedback-g00331-c01-2d02d2d61a,3.470000,3,1.200000,1,0
674,feedback-g00331-c01-2d02d2d61a,7.280000,6,1.800000,1,1
675,feedback-g00331-c01-2d02d2d61a,2.080000,2,0.800000,0,0
676,feedback-g00331-c01-2d02d2d61a,5.300000,4,2.000000,1,1
677,feedback-g00331-c01-2d02d2d61a,3.490000,3,1.400000,1,0
678,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
679,feedback-g00331-c01-2d02d2d61a,5.320000,4,2.200000,1,1
680,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
681,feedback-g00331-c01-2d02d2d61a,2.140000,2,1.400000,0,0
682,feedback-g00331-c01-2d02d2d61a,3.450000,3,1.000000,1,0
683,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
684,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
685,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
686,feedback-g00331-c01-2d02d2d61a,2.120000,2,1.200000,0,0
687,feedback-g00331-c01-2d02d2d61a,3.530000,3,1.800000,1,0
688,feedback-g00331-c01-2d02d2d61a,2.100000,2,1.000000,0,0
689,feedback-g00331-c01-2d02d2d61a,1.080000,1,0.800000,0,0
690,feedback-g00331-c01-2d02d2d61a,2.060000,2,0.600000,0,0
691,feedback-g00331-c01-2d02d2d61a,3.510000,3,1.600000,1,0
