round,draw_date,candidate_version,champion_version,candidate_score,ensemble_size,null_below,null_equal,null_above,candidate_midrank_from_top,percentile_midrank,permutation_p_upper,trusted,source_verification,matched_ensemble_frozen_at_jst
693,2026-09-04,global-g00001-c01-2ac3662ad1,baseline-5fdb8dc2ad,3.530000,32,26,0,6,7.000000,81.250000,0.21212121,true,verified_two_result_sources,2026-08-31T20:08:29+09:00
