round,draw_date,locked_base_version,calibration_config_version,temperature,uniform_mix,rank_preserved,top7_delta_vs_base,calibrated_top7_hits,base_top7_hits,calibrated_actual_mass,base_actual_mass,uniform_actual_mass,actual_mass_delta_vs_base,actual_mass_delta_vs_uniform,calibrated_mean_log_prob_actual,base_mean_log_prob_actual,uniform_mean_log_prob_actual,log_delta_vs_base,log_delta_vs_uniform,calibrated_brier,base_brier,uniform_brier,brier_improvement_vs_base,brier_improvement_vs_uniform,trusted,source_verification,frozen_at_jst,base_q_sha256,calibrated_q_sha256,protocol_version
693,2026-09-04,baseline-5fdb8dc2ad,shrink-0p93-1209c16b93,1.0,0.93,True,0.0,2.0,2.0,0.19680119603505608,0.2979321441301447,0.18918918918918923,-0.1011309480950886,0.007612006845866853,-3.5763684751160416,-3.444329036884265,-3.610917912644225,-0.13203943823177644,0.03454943752818318,0.11375120139650084,0.10434124405191206,0.11583011583011583,-0.009409957344588785,0.0020789144336149923,True,verified_two_result_sources,2026-09-01T10:40:21+09:00,e0c96f42547169da34c0f1935fe9597e06cf6cedd31f5a4f412db46ab5eb60db,3c3016036147a9174b0fe58e2ec83c7a03d84ddc0f3cbaad932b33e232473da7,champion-calibration-oos-v1
694,2026-09-11,baseline-5fdb8dc2ad,shrink-0p93-1209c16b93,1.0,0.93,True,0.0,0.0,0.0,0.18466173379587808,0.12451125499902993,0.18918918918918923,0.06015047879684815,-0.004527455393311147,-3.635228702273266,-4.06677538786164,-3.610917912644225,0.4315466855883745,-0.024310789629041096,0.11725221232764892,0.16054173248238607,0.11583011583011583,0.04328952015473715,-0.0014220964975330819,True,verified_two_result_sources,2026-09-05T13:52:48+09:00,7e6a6cfbbe58e637ee5fcb1b8b4928fd469f303cfe780a7d81424a3320473ac5,da99b03e19d3e8cef55ddd3dd0d78645934dfc86571dceec2157949c7f4e096b,champion-calibration-oos-v1
695,2026-09-18,baseline-5fdb8dc2ad,shrink-0p93-1209c16b93,1.0,0.93,True,0.0,2.0,2.0,0.19643479450959672,0.29269783662358245,0.18918918918918923,-0.09626304211398573,0.007245605320407494,-3.5795492902005805,-3.5978839498909747,-3.610917912644225,0.01833465969039416,0.031368622443644245,0.11386197078866282,0.1070782384478135,0.11583011583011583,-0.006783732340849322,0.001968145041453012,True,verified_two_result_sources,2026-09-12T13:54:57+09:00,dfa02893c05dc0fecc0b34b6ccba80f5fbe0ba4368c613847dab85bdfb6d70e1,aa8c1292420715dead8a27b49104a913c6b00d409dc05135997e470c21327749,champion-calibration-oos-v1
696,2026-09-25,baseline-5fdb8dc2ad,shrink-0p93-1209c16b93,1.0,0.93,True,0.0,2.0,2.0,0.18968852536958314,0.19632256319481695,0.18918918918918923,-0.006634037825233807,0.0004993361803939111,-3.6088999769625016,-3.6799249707723254,-3.610917912644225,0.07102499380982374,0.0020179356817231486,0.11587770562215209,0.15262002369561256,0.11583011583011583,0.03674231807346047,-4.7589792036256684e-05,True,verified_two_result_sources,2026-09-19T13:55:53+09:00,9364f21eed47edd6f2143d58794535fc7ef96c9b44aa18bd9d9999fce83bda6d,f9e01a0c28261f51b30a2a3404846c79eb94ace337d0fc3c645fec64431b1757,champion-calibration-oos-v1
