round_index,selected_config,selected_config_score,gate,regime_stable,regime_shift,regime_volatile,metadata_active,signal_top7_hits,signal_actual_mass,signal_log_edge,signal_brier_edge,portfolio_max_hits,portfolio_mean_hits,portfolio_ge3,portfolio_ge4,portfolio_score,random_max_hits,random_mean_hits,random_ge3,random_ge4,random_score,score_delta_vs_random
682,joint-slow-regime-61d575a245,0.015154421071991527,0.4942862958286864,0.03923995816070805,0.45172756630706906,0.5090324755322229,0.0,0.0,0.1817870566758464,-0.04074636541944132,-0.0023016089250784966,2.0,1.2,0.0,0.0,2.12,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,-0.6572143554687497
683,joint-slow-regime-61d575a245,0.012242260540549417,0.588566364049899,0.2052472050319058,0.6350423661371158,0.15971042883097847,0.0,3.0,0.18719638469758196,-0.020486499310930828,-0.0009419837084729404,3.0,1.4,1.0,0.0,3.49,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,0.7127856445312504
684,joint-slow-regime-61d575a245,0.015071034946376235,0.670235828494111,0.5619971073067779,0.4227925039018815,0.015210388791340639,0.0,0.0,0.17678134213952046,-0.06895628705818257,-0.003946442799965172,3.0,1.4,1.0,0.0,3.49,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,0.7127856445312504
685,joint-slow-regime-61d575a245,0.013050695675386791,0.6298283098276963,0.5950524207542728,0.39129834012288445,0.013649239122842776,0.0,2.0,0.19864189591478906,0.04432787418316986,0.0023533053950471478,3.0,1.2,1.0,0.0,3.47,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,0.6927856445312504
686,joint-slow-regime-61d575a245,0.01716426851429023,0.6715606804356206,0.7547910739318193,0.24072957989762306,0.0044793461705575285,0.0,2.0,0.1875987182966175,-0.01845171283237157,-0.0008675525616493179,2.0,1.2,0.0,0.0,2.12,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,-0.6572143554687497
687,joint-slow-regime-61d575a245,0.014559662062802863,0.6577418654967153,0.9741503206720401,0.025789555393953858,6.0123934005960254e-05,0.0,2.0,0.1883463700059337,-0.013957341152978309,-0.0006059769483373195,2.0,1.6,0.0,0.0,2.16,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,-0.6172143554687497
688,joint-slow-regime-61d575a245,0.015119838929364145,0.6654968288417301,0.9796680515933746,0.020164120460990392,0.00016782794563499905,0.0,2.0,0.19343894357331073,0.017668222086152596,0.0009188318319326427,3.0,1.4,1.0,0.0,3.49,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,0.7127856445312504
689,joint-fast-regime-eb79eb934d,0.014498505302970062,0.6997718088936458,0.9345356310005527,0.06351723476955191,0.0019471342298953325,0.0,1.0,0.18238422690271605,-0.04466953482071201,-0.002205369116137487,2.0,0.6,0.0,0.0,2.06,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,-0.7172143554687498
690,joint-fast-regime-eb79eb934d,0.010574014348351183,0.6400076523245108,0.8080558209647126,0.1799354257690272,0.012008753266260089,0.0,2.0,0.18820404030978502,-0.008435127978500212,-0.0004933505787744347,3.0,1.4,1.0,0.0,3.49,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,0.7127856445312504
691,joint-fast-regime-eb79eb934d,0.010699556360032418,0.6127294637767469,0.45305252558205605,0.46610849530442117,0.08083897911352259,0.0,0.0,0.19005686852539272,0.0033854774513963903,4.0293570791175015e-05,3.0,1.6,1.0,0.0,3.5100000000000002,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,0.7327856445312504
692,joint-fast-regime-eb79eb934d,0.010372085355384,0.521324481045401,0.07885996894968958,0.5717071448522443,0.3494328861980662,0.0,1.0,0.18465399509373903,-0.025316187204921015,-0.0014226006950115166,2.0,1.2,0.0,0.0,2.12,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,-0.6572143554687497
693,joint-fast-regime-eb79eb934d,0.009768442549249936,0.5030085313285463,0.05251196257072122,0.5771716491684614,0.37031638826081736,0.0,2.0,0.18633862311401497,-0.018829483742040853,-0.0009417794684070668,3.0,1.8,1.0,0.0,3.5300000000000002,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,0.7527856445312504
694,joint-fast-regime-eb79eb934d,0.009545906147902334,0.502071214149242,0.05319714287154021,0.5985033741320045,0.34829948299645525,0.0,1.0,0.18867081240558578,-0.004972480428003578,-0.00029547220946320174,3.0,1.6,1.0,0.0,3.5100000000000002,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,0.7327856445312504
695,joint-fast-regime-eb79eb934d,0.009324670425851207,0.54008847365931,0.0953373010484597,0.676660091774461,0.22800260717707935,0.0,3.0,0.1930149436884405,0.01605823735193601,0.0008847054303837559,2.0,1.0,0.0,0.0,2.1,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,-0.6772143554687498
696,joint-fast-regime-eb79eb934d,0.01208909027155206,0.6154116408275523,0.24991734173725327,0.6809570833441511,0.06912557491859574,0.0,2.0,0.19173925274860162,0.009019850533440454,0.00043905204090367855,2.0,0.6,0.0,0.0,2.06,2.438720703125,1.323779296875,0.438232421875,0.0703125,2.77721435546875,-0.7172143554687498
