round,draw_date,training_rows,selected_research_model,selection_score,champion_tickets,research_tickets,champion_max_hits,research_max_hits,random_mean_max_hits,champion_mean_hits,research_mean_hits,random_mean_ticket_hits,champion_ge3,research_ge3,random_ge3_rate,champion_ge4,research_ge4,random_ge4_rate,champion_score,research_score,random_mean_score,research_delta_vs_champion,research_delta_vs_random
574,2024-05-10,573,balanced-ac45a2d3fd,2.663775,04 13 17 18 19 30 34 | 02 15 18 20 26 29 34 | 17 18 19 26 31 34 35 | 15 17 18 26 30 32 34 | 09 17 18 19 20 29 34,11 17 18 19 29 34 35 | 13 18 19 20 26 28 30 | 03 12 17 18 20 26 34 | 17 19 23 26 30 32 34 | 01 15 18 22 26 30 34,2,1,2.406250,0.600000,0.800000,1.281250,0,0,0.437500,0,0,0.062500,2.060000,1.080000,2.734375,-0.980000,-1.654375
575,2024-05-17,574,balanced-ac45a2d3fd,2.642196,04 17 18 19 28 34 35 | 10 13 18 26 30 32 34 | 16 18 22 26 29 34 35 | 05 09 13 17 18 22 34 | 04 12 13 17 18 30 34,13 17 18 19 22 34 35 | 03 18 23 26 30 32 34 | 15 18 26 28 29 34 35 | 18 19 20 25 29 32 34 | 04 08 13 18 19 30 34,3,3,2.312500,1.800000,2.000000,1.312500,1,1,0.437500,0,0,0.093750,3.530000,3.550000,2.667187,0.020000,0.882813
576,2024-05-24,575,balanced-ac45a2d3fd,2.664343,04 18 19 28 30 34 35 | 12 13 18 19 20 26 34 | 03 13 17 18 22 30 34 | 07 13 18 20 28 30 34 | 10 18 19 20 29 30 34,17 18 20 28 32 34 35 | 13 14 18 19 26 30 35 | 05 12 13 18 20 30 34 | 03 04 11 18 22 26 34 | 18 25 28 29 30 33 34,3,4,2.531250,2.200000,2.000000,1.400000,1,1,0.531250,0,1,0.062500,3.570000,5.300000,2.904063,1.730000,2.395937
577,2024-05-31,576,balanced-ac45a2d3fd,2.707735,04 13 18 19 20 30 34 | 15 17 18 22 26 34 35 | 11 17 18 19 22 28 30 | 03 18 19 23 26 28 34 | 03 11 13 18 28 30 34,13 18 19 23 28 30 34 | 03 17 18 19 25 34 35 | 12 13 18 19 20 26 34 | 15 18 19 29 30 34 35 | 03 12 14 18 19 30 34,2,2,2.312500,1.400000,1.800000,1.325000,0,0,0.312500,0,0,0.031250,2.140000,2.180000,2.577813,0.040000,-0.397813
578,2024-06-07,577,balanced-ac45a2d3fd,2.708657,12 13 18 19 30 34 35 | 17 18 19 22 26 28 29 | 11 13 18 19 20 28 30 | 13 18 22 25 28 29 34 | 09 13 18 19 29 32 34,13 18 19 29 34 35 37 | 15 18 19 20 22 28 30 | 06 11 13 18 19 26 30 | 11 15 17 18 19 25 34 | 04 13 18 19 22 29 30,2,4,2.531250,1.400000,2.000000,1.443750,0,1,0.468750,0,1,0.093750,2.140000,5.300000,2.910000,3.160000,2.390000
579,2024-06-14,578,balanced-ac45a2d3fd,2.751951,11 13 18 19 20 30 34 | 13 17 18 19 22 26 37 | 12 13 18 19 28 29 33 | 13 17 18 19 30 34 35 | 02 08 18 19 22 28 34,13 18 19 20 22 26 35 | 11 16 18 19 30 34 37 | 11 13 17 18 19 28 36 | 13 17 18 19 22 30 31 | 13 14 18 19 20 30 36,3,2,2.437500,2.000000,1.800000,1.312500,1,0,0.437500,0,0,0.031250,3.550000,2.180000,2.745313,-1.370000,-0.565313
580,2024-06-21,579,balanced-ac45a2d3fd,2.742402,11 13 18 19 20 28 34 | 12 18 19 22 26 30 35 | 03 17 18 19 34 35 36 | 15 18 19 29 30 34 37 | 09 13 18 19 22 30 34,13 18 19 20 34 35 37 | 11 18 19 23 29 30 34 | 19 22 26 28 30 34 35 | 08 13 15 18 19 30 36 | 03 17 18 19 26 35 36,1,2,2.500000,0.800000,0.800000,1.318750,0,0,0.500000,0,0,0.062500,1.080000,2.080000,2.853750,1.000000,-0.773750
581,2024-06-28,580,balanced-ac45a2d3fd,2.739588,11 13 15 17 18 19 35 | 04 13 18 19 29 34 37 | 13 14 18 19 22 30 36 | 13 17 19 20 23 30 34 | 13 18 19 22 32 34 35,09 13 17 18 19 22 34 | 04 18 19 28 30 35 37 | 12 13 18 19 20 30 36 | 04 13 18 19 27 34 35 | 14 18 19 29 33 34 36,2,2,2.562500,1.400000,1.200000,1.406250,0,0,0.375000,0,0,0.187500,2.140000,2.120000,2.975000,-0.020000,-0.855000
582,2024-07-05,581,balanced-ac45a2d3fd,2.725559,11 13 17 18 19 34 35 | 03 15 18 19 29 30 34 | 13 18 19 23 26 30 36 | 13 15 18 19 28 35 36 | 13 17 18 19 22 29 30,13 18 19 23 30 32 34 | 15 18 19 20 35 36 37 | 04 12 17 18 19 22 26 | 13 14 18 19 26 34 35 | 13 17 18 19 20 25 31,3,2,2.531250,1.600000,0.800000,1.375000,1,0,0.468750,0,0,0.093750,3.510000,2.080000,2.903125,-1.430000,-0.823125
583,2024-07-12,582,balanced-ac45a2d3fd,2.713020,13 16 18 19 29 30 34 | 15 18 19 20 22 25 28 | 13 18 19 26 34 35 36 | 13 15 18 19 28 30 36 | 13 17 18 19 20 26 30,09 13 18 19 25 30 36 | 03 15 18 19 29 34 37 | 13 16 18 19 26 34 35 | 12 14 18 19 22 34 36 | 05 18 19 23 30 32 34,2,2,2.500000,1.000000,1.000000,1.412500,0,0,0.437500,0,0,0.156250,2.100000,2.100000,2.911563,0.000000,-0.811562
584,2024-07-19,583,balanced-ac45a2d3fd,2.705559,13 18 19 22 29 30 33 | 17 18 19 25 34 35 37 | 18 19 24 28 30 34 36 | 13 18 19 20 24 30 37 | 01 15 18 19 22 23 34,09 13 18 19 20 30 34 | 05 15 18 19 26 29 30 | 16 18 19 22 23 30 36 | 15 17 18 19 30 34 36 | 15 18 19 20 22 24 37,2,3,2.375000,1.200000,1.600000,1.306250,0,1,0.406250,0,0,0.062500,2.120000,3.510000,2.694688,1.390000,0.815313
585,2024-07-26,584,balanced-ac45a2d3fd,2.696765,13 18 19 26 30 34 36 | 13 17 18 19 22 30 35 | 12 18 19 20 23 28 30 | 12 18 19 29 30 34 37 | 11 13 15 18 19 23 29,18 19 26 30 34 36 37 | 11 12 13 18 19 22 29 | 03 15 17 18 19 23 30 | 18 19 20 24 29 30 35 | 13 17 18 25 30 35 37,2,2,2.562500,1.200000,0.800000,1.437500,0,0,0.562500,0,0,0.062500,2.120000,2.080000,2.950000,-0.040000,-0.870000
586,2024-08-02,585,balanced-ac45a2d3fd,2.683990,13 18 22 23 30 34 35 | 11 14 18 19 30 34 36 | 13 15 17 18 19 29 34 | 13 17 18 30 34 36 37 | 13 18 19 24 28 30 34,08 13 15 18 19 30 34 | 11 14 17 18 19 22 23 | 11 13 17 19 30 34 36 | 18 19 24 30 34 36 37 | 11 12 13 18 20 29 37,2,3,2.250000,0.800000,0.800000,1.231250,0,1,0.250000,0,0,0.031250,2.080000,3.430000,2.484063,1.350000,0.945937
587,2024-08-09,586,balanced-ac45a2d3fd,2.689667,13 18 22 23 30 34 37 | 11 13 14 18 19 30 36 | 05 15 17 18 19 23 30 | 02 13 18 19 20 23 29 | 14 15 18 19 20 30 34,13 18 22 23 30 34 36 | 11 13 15 17 18 19 23 | 08 14 18 19 23 24 30 | 11 13 18 19 20 30 34 | 02 04 17 18 19 23 30,3,3,2.375000,2.200000,2.200000,1.412500,1,1,0.375000,0,0,0.031250,3.570000,3.570000,2.670937,0.000000,0.899063
588,2024-08-16,587,balanced-ac45a2d3fd,2.689843,13 18 22 23 30 34 36 | 14 15 17 18 19 23 29 | 13 15 18 22 23 26 34 | 01 18 19 20 22 23 30 | 11 13 18 19 23 32 33,18 22 23 24 30 34 36 | 12 14 15 18 19 23 30 | 04 11 13 15 18 20 22 | 01 13 17 19 22 23 35 | 18 19 22 23 30 32 35,2,2,2.312500,1.000000,0.800000,1.281250,0,0,0.312500,0,0,0.093750,2.100000,2.080000,2.620312,-0.020000,-0.540312
589,2024-08-23,588,balanced-ac45a2d3fd,2.689667,13 15 18 22 23 35 36 | 11 15 17 18 23 30 34 | 12 13 18 19 22 23 30 | 13 14 15 18 19 23 29 | 11 13 15 19 22 30 34,13 15 18 22 23 30 36 | 14 15 18 19 23 34 35 | 11 13 17 19 22 23 34 | 13 15 17 18 24 29 34 | 11 13 14 15 18 23 31,2,1,2.625000,0.400000,0.600000,1.456250,0,0,0.593750,0,0,0.062500,2.040000,1.060000,3.025313,-0.980000,-1.965313
590,2024-08-30,589,balanced-ac45a2d3fd,2.647755,01 13 15 17 18 19 23 | 09 14 18 22 23 30 34 | 13 15 18 22 23 29 35 | 13 14 18 19 23 30 33 | 11 13 18 23 29 30 34,14 18 19 23 29 30 34 | 05 13 15 22 23 36 37 | 09 15 18 23 24 26 33 | 01 02 13 15 19 23 30 | 13 17 18 21 22 23 30,2,2,2.312500,1.000000,1.000000,1.287500,0,0,0.437500,0,0,0.062500,2.100000,2.100000,2.641250,0.000000,-0.541250
591,2024-09-06,590,balanced-ac45a2d3fd,2.642324,09 13 14 15 18 23 34 | 01 11 15 18 22 23 30 | 01 03 13 15 19 23 35 | 13 15 17 18 22 25 35 | 13 14 15 18 23 29 30,09 13 15 17 18 23 30 | 01 10 15 19 22 23 34 | 05 13 15 18 19 22 29 | 01 14 15 18 23 25 32 | 09 14 15 19 22 23 30,2,1,2.343750,1.400000,0.800000,1.275000,0,0,0.312500,0,0,0.125000,2.140000,1.080000,2.674375,-1.060000,-1.594375
592,2024-09-13,591,balanced-ac45a2d3fd,2.628324,04 11 15 18 19 22 23 | 03 13 15 18 23 29 35 | 04 08 11 13 15 23 35 | 01 09 15 23 26 30 34 | 08 13 15 18 22 23 25,01 04 15 18 19 22 23 | 03 11 13 15 17 23 34 | 08 11 15 18 21 23 35 | 07 09 14 15 23 25 30 | 13 15 18 23 30 31 33,3,3,2.625000,2.200000,2.000000,1.443750,1,1,0.437500,0,0,0.218750,3.570000,3.550000,3.086563,-0.020000,0.463437
593,2024-09-20,592,balanced-ac45a2d3fd,2.621520,11 13 15 18 22 23 29 | 08 11 15 19 23 26 32 | 13 15 18 19 23 32 35 | 11 13 15 19 23 28 30 | 03 08 11 13 15 19 22,08 11 13 14 15 18 23 | 15 19 22 23 26 30 35 | 03 11 15 19 23 30 32 | 04 11 13 15 19 23 29 | 01 08 11 15 19 23 35,4,3,2.531250,2.400000,2.200000,1.318750,1,1,0.468750,1,0,0.093750,5.340000,3.570000,2.897500,-1.770000,0.672500
594,2024-09-27,593,balanced-ac45a2d3fd,2.650755,03 14 15 18 19 22 23 | 08 09 11 13 15 22 30 | 08 13 14 15 23 29 32 | 03 04 08 09 11 15 23 | 07 08 09 14 15 22 23,03 08 13 15 19 22 23 | 09 14 15 16 22 30 32 | 03 09 14 15 17 23 34 | 01 11 13 14 15 18 26 | 08 09 13 15 18 34 35,0,1,2.531250,0.000000,0.400000,1.331250,0,0,0.500000,0,0,0.125000,0.000000,1.040000,2.933125,1.040000,-1.893125
595,2024-10-04,594,balanced-ac45a2d3fd,2.630402,03 13 15 23 25 34 36 | 08 11 14 15 19 27 29 | 03 05 08 15 18 22 30 | 08 13 15 18 19 21 23 | 01 08 09 15 22 23 36,03 05 08 15 19 23 36 | 11 13 14 15 22 30 35 | 04 12 15 18 21 25 34 | 11 15 23 25 27 34 36 | 03 15 21 22 23 25 32,3,2,2.593750,1.800000,2.000000,1.418750,1,0,0.437500,0,0,0.218750,3.530000,2.200000,3.052812,-1.330000,-0.852812
596,2024-10-11,595,balanced-ac45a2d3fd,2.625333,08 11 14 15 18 19 22 | 01 09 13 15 23 25 34 | 03 14 15 17 19 25 34 | 03 08 13 14 15 19 30 | 09 14 15 16 19 23 32,08 14 15 18 19 23 35 | 11 13 14 15 21 22 25 | 09 14 15 23 25 34 36 | 03 09 11 15 19 23 29 | 03 08 15 16 19 25 26,5,4,2.406250,2.200000,2.000000,1.312500,1,1,0.437500,1,1,0.062500,6.320000,5.300000,2.737500,-1.020000,2.562500
597,2024-10-18,596,balanced-ac45a2d3fd,2.663431,01 03 08 15 19 23 32 | 09 15 16 18 22 29 34 | 09 13 15 18 19 23 33 | 11 13 15 19 25 29 32 | 09 14 15 19 26 32 34,13 14 15 16 19 23 29 | 01 03 08 15 18 19 32 | 09 11 15 23 32 33 36 | 01 09 14 15 19 26 30 | 08 09 13 15 22 23 26,3,2,2.187500,1.800000,1.600000,1.187500,1,0,0.250000,0,0,0.000000,3.530000,2.160000,2.393750,-1.370000,-0.233750
598,2024-10-25,597,stable-9892a39bad,2.661314,08 09 13 14 15 19 22 | 14 15 23 25 30 32 34 | 03 04 14 15 19 34 35 | 08 09 15 19 23 32 34 | 04 11 13 15 22 23 34,09 14 15 18 19 22 34 | 03 04 08 15 23 26 34 | 01 03 15 19 25 29 32 | 13 15 22 23 30 34 36 | 03 14 15 21 22 23 25,2,2,2.562500,0.600000,0.800000,1.387500,0,0,0.500000,0,0,0.062500,2.060000,2.080000,2.923125,0.020000,-0.843125
599,2024-11-01,598,stable-9892a39bad,2.653069,01 14 15 19 22 23 34 | 08 11 15 18 19 30 32 | 03 09 11 13 15 22 23 | 03 04 07 08 14 15 19 | 04 11 14 15 19 23 27,03 14 15 18 19 22 34 | 04 09 11 13 15 23 27 | 01 11 15 22 26 29 30 | 01 09 13 14 15 19 36 | 04 08 12 14 15 17 32,3,1,2.656250,1.400000,1.000000,1.381250,1,0,0.500000,0,0,0.156250,3.490000,1.100000,3.086562,-2.390000,-1.986562
600,2024-11-08,599,stable-9892a39bad,2.624627,04 15 18 19 23 32 34 | 07 11 14 15 19 22 26 | 01 04 08 13 15 22 29 | 01 05 09 14 15 19 23 | 03 04 09 15 16 19 29,04 08 09 15 19 22 32 | 01 03 14 15 17 18 19 | 11 13 14 15 22 23 30 | 04 13 14 15 19 25 37 | 03 07 15 19 22 23 33,3,2,2.406250,2.000000,1.200000,1.287500,1,0,0.468750,0,0,0.031250,3.550000,2.120000,2.722500,-1.430000,-0.602500
601,2024-11-15,600,stable-9892a39bad,2.627147,01 04 08 09 14 15 19 | 15 16 17 19 23 29 32 | 01 12 15 19 22 23 26 | 01 04 15 16 19 23 25 | 01 14 15 19 29 32 33,01 15 16 17 19 29 32 | 04 09 14 15 19 25 34 | 08 12 15 18 19 22 26 | 01 02 11 14 15 19 22 | 04 15 16 18 19 29 34,2,3,2.250000,1.000000,1.400000,1.231250,0,1,0.375000,0,0,0.031250,2.100000,3.490000,2.527813,1.390000,0.962187
602,2024-11-22,601,stable-9892a39bad,2.638706,01 04 15 16 19 29 32 | 04 11 15 18 19 22 35 | 01 08 11 14 15 19 34 | 01 04 14 15 18 19 25 | 04 08 15 19 29 34 35,04 08 15 18 19 22 23 | 01 04 11 14 19 29 34 | 01 15 16 19 22 29 30 | 14 15 18 19 30 34 35 | 01 04 12 15 18 19 35,3,3,2.468750,2.200000,2.200000,1.343750,1,1,0.500000,0,0,0.062500,3.570000,3.570000,2.825000,0.000000,0.745000
603,2024-11-29,602,stable-9892a39bad,2.658784,03 04 15 18 19 29 34 | 01 08 14 15 18 29 32 | 01 04 07 11 15 16 19 | 04 09 14 15 16 19 29 | 08 15 16 18 19 25 29,01 14 15 18 19 22 29 | 04 09 11 15 18 29 34 | 04 07 15 18 19 29 30 | 13 15 19 26 32 34 36 | 08 14 15 18 19 30 34,2,3,2.156250,1.000000,1.600000,1.193750,0,1,0.406250,0,0,0.000000,2.100000,3.510000,2.417813,1.410000,1.092188
604,2024-12-06,603,stable-9892a39bad,2.672804,01 04 09 15 19 21 34 | 04 08 14 15 16 18 29 | 03 15 18 19 28 29 34 | 04 05 15 19 22 23 29 | 01 04 14 15 18 22 34,04 09 13 15 18 19 34 | 10 14 15 19 23 28 29 | 01 04 15 19 29 30 35 | 03 15 17 19 22 29 34 | 04 08 11 15 28 29 34,2,2,2.593750,1.000000,0.800000,1.362500,0,0,0.468750,0,0,0.187500,2.100000,2.080000,3.034688,-0.020000,-0.954688
605,2024-12-13,604,stable-9892a39bad,2.672333,01 04 09 15 18 19 25 | 04 14 15 19 29 31 36 | 04 06 09 15 22 29 34 | 04 09 15 19 32 34 36 | 04 15 18 19 22 29 30,03 04 09 15 18 19 25 | 01 14 15 22 23 29 34 | 01 04 15 16 19 34 35 | 04 08 15 18 23 32 34 | 04 14 15 19 22 30 32,2,3,2.437500,1.400000,1.600000,1.356250,0,1,0.468750,0,0,0.093750,2.140000,3.510000,2.807500,1.370000,0.702500
606,2024-12-20,605,stable-9892a39bad,2.691647,04 09 15 16 19 23 32 | 04 08 15 18 25 26 29 | 02 04 08 09 14 15 31 | 04 15 19 28 29 31 35 | 01 09 15 19 26 31 34,01 04 08 15 18 19 25 | 02 04 09 15 30 32 34 | 15 19 22 29 31 32 35 | 13 15 18 26 28 29 34 | 04 05 09 13 15 19 29,1,1,2.500000,0.800000,1.000000,1.331250,0,0,0.562500,0,0,0.093750,1.080000,1.100000,2.900313,0.020000,-1.800312
607,2024-12-27,606,stable-9892a39bad,2.664833,08 09 15 18 19 29 32 | 04 09 13 15 18 26 34 | 03 04 14 15 19 22 31 | 04 15 18 19 32 34 36 | 01 04 08 15 18 19 23,04 09 14 15 16 18 19 | 08 15 22 23 26 34 36 | 08 13 15 18 25 29 31 | 04 09 15 22 25 31 32 | 04 11 15 17 29 30 34,2,1,2.437500,0.800000,1.000000,1.262500,0,0,0.468750,0,0,0.062500,2.080000,1.100000,2.774688,-0.980000,-1.674688
608,2025-01-10,607,balanced-ac45a2d3fd,2.643833,04 09 12 15 20 31 34 | 08 09 14 15 18 19 25 | 04 08 14 15 18 20 34 | 01 04 13 15 19 32 34 | 04 09 14 19 29 34 36,04 09 13 15 31 32 34 | 03 04 14 15 18 19 29 | 09 14 15 18 27 30 34 | 04 09 15 18 19 20 27 | 07 08 12 15 19 31 34,2,2,2.437500,1.000000,1.400000,1.325000,0,0,0.437500,0,0,0.062500,2.100000,2.140000,2.770000,0.040000,-0.630000
609,2025-01-17,608,balanced-ac45a2d3fd,2.631441,04 07 08 09 15 18 19 | 11 14 18 20 27 29 34 | 04 15 18 20 29 31 35 | 04 18 19 22 29 32 34 | 04 12 15 18 27 30 34,04 09 15 19 20 29 34 | 04 07 08 10 11 18 31 | 09 12 13 15 18 29 31 | 04 08 09 15 18 29 30 | 04 13 15 18 22 29 34,2,2,2.437500,1.400000,1.200000,1.325000,0,0,0.375000,0,0,0.125000,2.140000,2.120000,2.795000,-0.020000,-0.675000
610,2025-01-24,609,balanced-ac45a2d3fd,2.631206,04 09 12 14 15 18 32 | 04 15 19 26 27 29 34 | 04 11 15 23 29 31 32 | 04 15 18 29 32 34 37 | 04 11 12 15 18 26 37,04 09 14 15 18 23 32 | 04 11 12 15 16 19 31 | 09 12 15 18 19 26 34 | 04 11 15 21 29 32 34 | 01 04 09 12 15 18 29,2,2,2.500000,0.600000,1.200000,1.400000,0,0,0.437500,0,0,0.156250,2.060000,2.120000,2.910312,0.060000,-0.790312
611,2025-01-31,610,balanced-ac45a2d3fd,2.641755,04 11 15 18 23 25 31 | 04 07 09 12 19 20 32 | 01 08 09 15 22 29 36 | 04 08 09 23 31 32 37 | 04 09 13 18 31 34 36,04 08 15 23 31 32 34 | 09 14 15 18 19 29 30 | 04 08 12 18 19 29 32 | 08 09 12 13 18 23 31 | 04 08 09 15 29 31 36,2,2,2.218750,1.600000,1.800000,1.187500,0,0,0.312500,0,0,0.000000,2.160000,2.180000,2.446875,0.020000,-0.266875
612,2025-02-07,611,balanced-ac45a2d3fd,2.627088,04 07 11 15 18 20 34 | 08 12 15 19 23 29 31 | 08 09 14 15 18 34 36 | 08 18 20 29 31 32 34 | 04 08 11 12 18 29 34,08 11 18 19 20 29 34 | 04 07 09 11 15 23 30 | 04 08 15 18 24 32 34 | 07 09 15 18 19 20 32 | 04 07 08 09 13 18 29,2,1,2.468750,1.400000,0.800000,1.337500,0,0,0.500000,0,0,0.062500,2.140000,1.080000,2.824375,-1.060000,-1.744375
613,2025-02-14,612,balanced-ac45a2d3fd,2.606255,04 09 12 18 23 31 34 | 11 15 16 19 20 30 31 | 01 08 15 18 23 30 34 | 11 18 23 27 29 31 34 | 09 15 18 19 23 29 31,04 08 16 18 27 31 34 | 09 12 14 15 18 20 23 | 01 11 12 23 30 31 34 | 09 15 18 19 24 31 34 | 03 04 15 18 23 34 36,1,1,2.656250,0.400000,0.400000,1.412500,0,0,0.562500,0,0,0.125000,1.040000,1.040000,3.088125,0.000000,-2.048125
614,2025-02-21,613,balanced-ac45a2d3fd,2.575627,04 09 11 18 19 23 31 | 04 15 18 29 31 32 34 | 05 08 12 18 19 31 34 | 08 09 15 21 23 34 36 | 09 15 19 30 31 34 37,04 11 18 20 23 31 34 | 07 09 12 15 19 22 34 | 08 15 18 27 31 34 35 | 09 12 18 19 23 30 31 | 04 08 18 19 31 34 36,3,2,2.312500,1.400000,1.400000,1.312500,1,0,0.343750,0,0,0.031250,3.490000,2.140000,2.587500,-1.350000,-0.447500
615,2025-02-28,614,stable-9892a39bad,2.570637,04 08 14 15 18 23 34 | 11 18 19 23 31 34 36 | 04 15 19 21 23 31 34 | 04 12 18 22 30 31 34 | 09 11 15 22 29 31 34,09 15 18 19 20 31 34 | 04 14 16 18 23 28 34 | 04 11 15 23 29 31 32 | 11 13 15 18 23 24 34 | 08 09 11 19 23 34 36,2,2,2.250000,1.200000,1.200000,1.212500,0,0,0.343750,0,0,0.031250,2.120000,2.120000,2.515000,0.000000,-0.395000
616,2025-03-07,615,balanced-ac45a2d3fd,2.575137,04 09 15 18 19 23 34 | 08 11 15 21 26 31 34 | 04 11 17 18 27 31 34 | 04 07 11 12 21 23 34 | 04 18 23 29 31 34 36,04 11 17 19 23 31 34 | 04 09 15 18 28 29 30 | 09 11 18 23 27 28 34 | 15 18 22 23 29 31 34 | 04 08 11 18 20 34 36,3,3,2.375000,2.000000,2.400000,1.325000,1,1,0.375000,0,0,0.031250,3.550000,3.590000,2.662187,0.040000,0.927812
617,2025-03-14,616,balanced-ac45a2d3fd,2.576353,04 07 18 23 29 31 34 | 08 09 11 15 20 28 34 | 04 11 15 27 29 34 36 | 04 08 15 19 23 25 34 | 04 19 20 23 28 29 34,04 07 09 20 23 31 34 | 11 15 18 29 30 34 36 | 08 11 19 20 25 28 34 | 15 17 23 26 27 28 34 | 04 08 12 18 21 27 34,1,2,2.312500,0.600000,0.800000,1.400000,0,0,0.437500,0,0,0.031250,1.060000,2.080000,2.629062,1.020000,-0.549062
618,2025-03-21,617,balanced-ac45a2d3fd,2.563108,04 17 18 23 28 31 34 | 10 11 12 15 23 28 34 | 07 09 14 15 18 28 34 | 04 11 20 23 28 34 35 | 04 06 09 12 28 29 34,04 12 15 18 20 31 34 | 17 19 23 28 30 34 36 | 07 09 11 12 14 28 34 | 04 07 17 18 22 23 34 | 12 22 23 26 28 31 34,3,4,2.406250,2.200000,2.800000,1.306250,1,1,0.375000,0,1,0.125000,3.570000,5.380000,2.761875,1.810000,2.618125
619,2025-03-28,618,balanced-ac45a2d3fd,2.607912,07 19 20 23 31 34 36 | 04 15 18 24 28 29 34 | 04 09 15 20 23 30 34 | 08 11 12 14 18 23 34 | 15 17 23 27 28 31 34,04 07 12 19 20 23 34 | 09 18 23 27 31 34 36 | 04 07 15 18 28 31 34 | 11 20 24 28 29 34 36 | 01 15 18 20 23 30 34,2,3,2.593750,1.600000,1.800000,1.381250,0,1,0.593750,0,0,0.062500,2.160000,3.530000,2.986562,1.370000,0.543438
620,2025-04-04,619,balanced-ac45a2d3fd,2.629804,07 08 20 23 27 29 34 | 04 09 10 18 20 28 34 | 11 18 19 29 31 32 34 | 04 11 15 20 31 34 37 | 05 13 18 20 23 30 34,08 15 18 20 23 31 34 | 01 04 20 23 28 29 34 | 09 20 26 27 30 32 34 | 11 20 23 29 31 32 34 | 03 13 18 20 29 34 36,2,2,2.343750,1.400000,1.400000,1.243750,0,0,0.343750,0,0,0.062500,2.140000,2.140000,2.635313,0.000000,-0.495313
621,2025-04-11,620,balanced-ac45a2d3fd,2.616529,04 08 18 23 29 32 34 | 04 12 15 18 20 28 34 | 04 08 10 20 29 34 36 | 04 07 18 20 23 31 34 | 10 12 14 15 23 29 34,04 08 09 13 20 23 34 | 08 10 12 18 29 31 34 | 08 11 18 20 23 29 32 | 04 07 12 28 30 32 34 | 15 18 23 27 30 34 36,2,2,2.500000,0.800000,1.200000,1.287500,0,0,0.500000,0,0,0.093750,2.080000,2.120000,2.874062,0.040000,-0.754062
622,2025-04-18,621,balanced-ac45a2d3fd,2.620804,12 18 20 23 29 31 34 | 04 07 08 19 23 34 36 | 04 09 11 14 15 20 37 | 01 12 14 15 26 34 36 | 04 20 26 29 32 34 36,07 08 12 18 19 34 36 | 02 04 09 15 20 29 37 | 03 11 20 23 27 28 34 | 01 14 18 20 22 31 34 | 12 15 18 23 25 29 31,2,2,2.593750,1.400000,1.400000,1.375000,0,0,0.531250,0,0,0.125000,2.140000,2.140000,3.010938,0.000000,-0.870938
623,2025-04-25,622,balanced-ac45a2d3fd,2.613951,08 10 19 23 28 29 34 | 04 06 12 15 20 30 34 | 01 04 18 20 23 28 34 | 12 15 18 28 29 33 34 | 03 04 12 23 29 34 36,08 20 23 28 29 31 34 | 04 10 12 15 18 22 34 | 01 04 10 28 29 32 36 | 09 15 21 29 34 36 37 | 10 11 12 20 23 29 34,2,2,2.375000,1.200000,1.600000,1.325000,0,0,0.468750,0,0,0.062500,2.120000,2.160000,2.718438,0.040000,-0.558438
624,2025-05-02,623,balanced-ac45a2d3fd,2.614108,04 09 12 15 20 28 34 | 08 11 18 23 29 34 36 | 12 19 28 29 31 32 36 | 08 12 16 22 23 28 34 | 07 12 21 28 29 30 34,12 18 20 28 34 36 37 | 11 12 15 19 28 29 31 | 04 16 22 23 29 32 34 | 03 10 15 19 20 23 34 | 02 04 06 08 12 31 34,2,2,2.593750,1.400000,1.600000,1.487500,0,0,0.468750,0,0,0.093750,2.140000,2.160000,2.976875,0.020000,-0.816875
625,2025-05-09,624,balanced-ac45a2d3fd,2.611980,14 20 23 28 29 34 36 | 02 04 12 15 18 30 34 | 08 09 12 26 29 34 36 | 19 26 27 28 31 32 34 | 02 08 12 21 27 28 34,01 12 20 23 28 34 36 | 02 18 21 26 27 29 34 | 04 14 15 19 27 28 34 | 09 10 11 14 20 29 34 | 08 12 15 18 23 27 34,2,2,2.375000,1.200000,1.200000,1.300000,0,0,0.406250,0,0,0.093750,2.120000,2.120000,2.717500,0.000000,-0.597500
626,2025-05-16,625,balanced-ac45a2d3fd,2.612059,10 12 15 23 28 29 34 | 18 20 29 30 32 34 36 | 02 11 12 19 27 32 34 | 12 15 18 19 20 21 34 | 09 12 14 20 23 34 36,10 12 18 20 23 31 34 | 04 15 21 28 29 34 36 | 11 12 15 23 32 34 36 | 08 10 12 15 29 30 34 | 04 11 12 18 26 28 34,3,3,2.531250,2.200000,2.000000,1.462500,1,1,0.562500,0,0,0.031250,3.570000,3.550000,2.897813,-0.020000,0.652188
627,2025-05-23,626,balanced-ac45a2d3fd,2.612010,12 15 20 23 28 29 34 | 07 09 12 18 31 32 34 | 04 10 12 15 32 34 36 | 01 02 12 18 29 34 36 | 11 12 14 26 29 32 34,12 21 23 29 32 34 36 | 01 09 12 15 28 34 35 | 02 10 12 18 27 30 34 | 03 07 12 15 20 32 34 | 01 07 12 14 18 29 34,2,3,2.437500,1.600000,2.000000,1.331250,0,1,0.406250,0,0,0.031250,2.160000,3.550000,2.736250,1.390000,0.813750
