round,draw_date,candidate_version,champion_version,formal_block_index,candidate_score,ensemble_mean_score,ensemble_score_std,delta_vs_matched_ensemble,candidate_max_hits,ensemble_mean_max_hits,ensemble_size,matched_ensemble_e_value_raw,family_weight,family_adjusted_e_value,required_raw_e_value,trusted_for_promotion,source_verification,matched_ensemble_frozen_at_jst
693,2026-09-04,global-g00001-c01-2ac3662ad1,baseline-5fdb8dc2ad,1,3.530000,2.575313,1.241821,0.954687,3,2.250000,32,1.04339489,0.5000000000,0.49954545,40.00000000,true,verified_two_result_sources,2026-08-31T20:08:29+09:00
